sector,rows,global_macro_f1,expert_macro_f1,gain,selected
banks_financials,18,0.6,0.6,0.0,False
chemicals,6,0.3333333333333333,0.3333333333333333,0.0,False
metals_mining,30,0.28205128205128205,0.28205128205128205,0.0,False
retail,6,0.30303030303030304,0.30303030303030304,0.0,False
transport,6,0.3333333333333333,0.3333333333333333,0.0,False
oil_gas,36,0.5489699425869639,0.34,-0.20896994258696383,False
